Line (1599) SphygmoCor Log File 9 ~ 04/08/2009 ~ 16:33:10                                                                                                                                                                                      
1 04/08/2009 ~ 16:50:46 ~ SCOR-CvMS 9 Start - FDS 14721300, DBS 40298,  TPM 515564, APM 143960, ML 72   00050                                                                                                                                  
167 11/08/2009 ~ 16:12:40 ~ SCOR-CvMS 9 End - FDS 14512436, DBS 40298,  TPM 515564, APM 192912, ML 62   00050                                                                                                                                  
168 11/08/2009 ~ 16:13:10 ~ SCOR-CvMS 9 Start - FDS 14512436, DBS 40298,  TPM 515564, APM 200836, ML 61   00050                                                                                                                                
169 11/08/2009 ~ 16:13:38 ~ SCOR-CvMS 9 End - FDS 14512388, DBS 40298,  TPM 515564, APM 188284, ML 63   00050                                                                                                                                  
170 11/08/2009 ~ 16:13:52 ~ SCOR-CvMS 9 Start - FDS 14512388, DBS 40298,  TPM 515564, APM 194584, ML 62   00050                                                                                                                                
171 11/08/2009 ~ 16:14:26 ~ Successful PWA measurement for Patient :313, Measurement :11/08/2009 4:14:25 PM, DataRevision :130 , CaptureTime 00:00:20                                                                                          
172 11/08/2009 ~ 16:15:06 ~ Successful PWA measurement for Patient :313, Measurement :11/08/2009 4:15:05 PM, DataRevision :130 , CaptureTime 00:00:23                                                                                          
173 11/08/2009 ~ 16:16:10 ~ Successful PWA measurement for Patient :313, Measurement :11/08/2009 4:16:09 PM, DataRevision :130 , CaptureTime 00:00:24                                                                                          
174 11/08/2009 ~ 16:18:26 ~ SCOR-CvMS 9 End - FDS 14510876, DBS 40298,  TPM 515564, APM 174104, ML 66   00050                                                                                                                                  
175 12/08/2009 ~ 11:14:23 ~ SCOR-CvMS 9 Start - FDS 14294712, DBS 40298,  TPM 515564, APM 99392, ML 80   00050                                                                                                                                 
176 12/08/2009 ~ 11:36:37 ~ SCOR-CvMS 9 End - FDS 14294496, DBS 40298,  TPM 515564, APM 106236, ML 79   00050                                                                                                                                  
177 12/08/2009 ~ 11:56:28 ~ SCOR-CvMS 9 Start - FDS 14457292, DBS 40298,  TPM 515564, APM 111268, ML 78   00050                                                                                                                                
178 12/08/2009 ~ 12:01:46 ~ SCOR-CvMS 9 End - FDS 14457364, DBS 40298,  TPM 515564, APM 100616, ML 80   00050                                                                                                                                  
179 12/08/2009 ~ 13:37:41 ~ SCOR-CvMS 9 Start - FDS 20320716, DBS 40298,  TPM 515564, APM 193196, ML 62   00050                                                                                                                                
180 12/08/2009 ~ 13:47:27 ~ SCOR-CvMS 9 End - FDS 23535244, DBS 40298,  TPM 515564, APM 174876, ML 66   00050                                                                                                                                  
181 12/08/2009 ~ 13:56:33 ~ Error   EMR Error  (#1426): SphygmoCor cannot operate in EMR mode while Data Audit Trail mode is enabled. This would violate the security features of Data Audit Trail mode.  SphygmoCor will operate in Data Audit
182 12/08/2009 ~ 13:56:33 ~ SCOR-CvMS 9 Start - FDS 26424948, DBS 40298,  TPM 515564, APM 39332, ML 92   00050                                                                                                                                 
183 12/08/2009 ~ 14:01:35 ~ SCOR-CvMS 9 End - FDS 28163784, DBS 40318,  TPM 515564, APM 24848, ML 95   00050                                                                                                                                   
184 12/08/2009 ~ 14:08:06 ~ Error   EMR Error  (#1426): SphygmoCor cannot operate in EMR mode while Data Audit Trail mode is enabled. This would violate the security features of Data Audit Trail mode.  SphygmoCor will operate in Data Audit
185 12/08/2009 ~ 14:08:06 ~ SCOR-CvMS 9 Start - FDS 28577496, DBS 40318,  TPM 515564, APM 58728, ML 88   00050                                                                                                                                 
186 12/08/2009 ~ 14:10:58 ~ SCOR-CvMS 9 End - FDS 28616676, DBS 40318,  TPM 515564, APM 118768, ML 76   00050                                                                                                                                  
187 12/08/2009 ~ 14:14:52 ~ Error   EMR Error  (#1426): SphygmoCor cannot operate in EMR mode while Data Audit Trail mode is enabled. This would violate the security features of Data Audit Trail mode.  SphygmoCor will operate in Data Audit
188 12/08/2009 ~ 14:14:52 ~ SCOR-CvMS 9 Start - FDS 28645300, DBS 40318,  TPM 515564, APM 114084, ML 77   00050                                                                                                                                
